"","read_nai1","read_nai2","read_nai3","read_eff1","read_eff2","read_tem1","read_tem2","read_tcm1","read_tcm2"
"union_peak_18583",0.210497528,0.161790786,0.17864734,0.753309028,0.72446935,0.486107329,0.568577617,0.363604059,0.489742551
"union_peak_18593",0.830295807,0.792774851,0.544449036,0.235409071,0.147349698,0.341588934,0.406126869,0.612932556,0.541842822
"union_peak_18600",0.888767342,0.582446829,0.850701619,0.16478635,0.233303689,0.039414108,0.081225374,0.207773748,0.406382117
"union_peak_18601",1.227902249,0.825133008,0.808166538,0.16478635,0.368374246,0.197070539,0.213216606,0.47787962,0.583523039
"union_peak_18623",1.567037156,1.642176477,1.505741865,0.741538574,0.699911067,0.413848132,0.599037132,1.132366926,1.427547435
"union_peak_18625",4.432142405,3.130651707,3.156103005,0.800390842,0.957773039,0.492676347,0.324901495,2.856889032,2.532073188
"union_peak_18626",1.1460421,0.703789919,0.663547262,0.153015896,0.085953991,0.045983126,0.091378546,0.19738506,0.125040651
"union_peak_18627",0.853684421,0.930297019,0.791152505,0.306031793,0.233303689,0.275898755,0.253829293,0.602543869,0.802344179
"union_peak_18628",1.871089142,1.787788184,1.531262913,0.188327257,0.049116566,0.302174826,0.395973697,0.903815803,0.760663962
"union_peak_18629",1.543648542,1.480385691,1.599319043,0.282490885,0.184187123,0.111673305,0.172603919,0.290883247,0.302181574
"union_peak_18630",1.555342849,2.159906991,1.624840091,0.388424967,0.56484051,0.38757206,0.416280041,0.976536615,0.948224939
"union_peak_18633",13.30812152,5.508976259,5.95491133,1.400683974,0.957773039,1.97070539,1.766651881,7.770738168,8.346463471
"union_peak_18634",0.420995057,0.177969864,0.17864734,1.365372613,1.056006172,0.70945394,0.700568849,2.462118911,1.865189714
"union_peak_18635",0.90046165,1.399490298,1.020841942,0.235409071,0.368374246,0.085397234,0.010153172,0.218162435,0.239661248
"union_peak_18640",1.005710414,0.808953929,0.782645489,0.094163628,0.282420255,0.111673305,0.142144404,0.43632487,0.250081302
"union_peak_18642",0.923850264,0.736148076,0.927264764,0.188327257,0.270141114,0.105104287,0.182757091,0.43632487,0.260501357
"union_peak_18648",1.110959178,1.083998265,1.335601541,0.36488406,0.343815963,0.361295988,0.355361011,0.498656995,0.406382117
"union_peak_18650",0.222191836,0.33976065,0.348787664,0.953406738,1.105122738,0.696315904,0.751334708,0.509045682,0.614783202
"union_peak_18651",0.198803221,0.11325355,0.068056129,1.235897624,1.350705568,0.683177868,0.578730789,0.166218998,0.260501357
"union_peak_18660",0.058471536,0.024268618,0.042535081,0.906324924,0.380653387,0.985352695,0.893479112,0.529823057,0.593943093
"union_peak_18688",1.847700528,1.342863523,1.463206784,0.258949978,0.171907981,0.006569018,0.071072202,0.135052936,0.104200543
"union_peak_18705",0.128637379,0.372118808,0.161633308,0.612063585,0.663073643,0.801420192,0.731028365,0.623321243,0.750243907
"union_peak_18719",1.239596557,1.156804119,0.978306861,0.235409071,0.417490812,0.275898755,0.507658586,0.602543869,0.666883473
"union_peak_18730",1.836006221,0.970744715,1.00382791,0.188327257,0.147349698,0.111673305,0.142144404,0.186996373,0.302181574
"union_peak_18742",0.549632435,0.57435729,0.510420971,3.166252008,2.873319118,2.476519773,2.182931922,2.025794041,1.740149063
"union_peak_18743",0.08186015,0.105164011,0.085070162,1.494847602,1.706800673,1.405769845,1.258993294,0.934981865,1.104525753
"union_peak_18745",0.152025993,0.258865257,0.144619275,1.106422635,1.20335587,1.412338863,1.299605981,1.277808549,1.167046078
"union_peak_18746",0.187108914,0.323581572,0.272224518,1.471306695,1.510334408,1.734220743,1.401137699,1.018091364,1.323346892
"union_peak_18747",0.105248764,0.040447696,0.051042097,1.129963542,1.092843596,0.834265282,0.781794223,0.560989119,0.437642279
"union_peak_18748",0.374217828,0.218417561,0.348787664,3.389890625,3.253972506,2.798401654,3.045951519,2.067348791,2.031910583
"union_peak_18749",0.140331686,0.064716314,0.051042097,1.02402946,1.277030719,1.070749928,1.025470345,0.571377806,0.521002714
"union_peak_18750",0.140331686,0.2265071,0.314759599,1.836190755,1.694521531,0.880248407,1.380831355,0.612932556,0.729403799
"union_peak_18752",0.08186015,0.040447696,0.153126291,1.05934082,1.068285313,0.80798921,0.731028365,0.540211744,0.458482388
"union_peak_18753",0.116943071,0.121343089,0.127605243,0.823931749,1.04372703,0.45326224,0.436586384,0.332437996,0.395962062
"union_peak_18755",0.116943071,0.129432629,0.187154356,3.884249675,4.064395847,2.653883258,2.548446104,1.537525734,1.615108412
"union_peak_18797",0.970627492,0.857491165,0.995320894,0.176556803,0.085953991,0.085397234,0.152297576,0.114275561,0.14588076
"union_peak_18800",0.9823218,0.849401626,0.672054279,0.141245443,0.171907981,0.137949377,0.06091903,0.155830311,0.052100271
"union_peak_18808",1.286373785,0.647163144,0.655040246,0.200097711,0.196466265,0.183932503,0.203063435,0.488268307,0.562682931
"union_peak_18812",0.070165843,0.072805854,0.076563146,1.577240777,1.645404965,0.124811341,0.274135637,0.062332124,0.166720868
"union_peak_18830",0.678269814,0.962655176,0.765631457,4.084347385,3.880208724,2.706435402,2.254004124,3.573708462,3.230216824
"union_peak_18836",0.268969064,0.80086439,0.680561295,2.036288466,1.743638097,1.445183953,1.380831355,1.1531443,0.969065047
"union_peak_18837",0.093554457,0.105164011,0.119098227,0.741538574,1.04372703,0.433555186,0.497505415,0.51943437,0.531422768
"union_peak_18838",0.140331686,0.299312954,0.204168388,1.365372613,1.461217842,0.551797509,0.568577617,0.799928929,0.70856369
"union_peak_18841",0.058471536,0.072805854,0.051042097,0.788620388,0.663073643,0.256191701,0.263982465,0.301271934,0.385542008
"union_peak_18843",0.140331686,0.283133875,0.195661372,0.788620388,0.7981442,0.558366527,0.517811758,0.67526468,0.875284559
"union_peak_18844",0.116943071,0.161790786,0.102084194,0.506129503,0.687631926,0.70945394,0.82240691,1.516748359,1.886029823
"union_peak_18877",0.877073035,0.962655176,0.680561295,0.082393175,0.098233132,0.026276072,0.071072202,0.083109499,0.083360434
"union_peak_18903",0.08186015,0.186059404,0.076563146,0.882784017,1.240193295,0.676608851,0.832560082,0.696042055,0.666883473
"union_peak_18925",0.198803221,0.331671111,0.144619275,1.977436198,2.271641183,1.359786719,1.472209901,1.257031174,1.260826567
"union_peak_18955",1.824311913,1.917220813,1.701403237,0.953406738,0.982331323,0.275898755,0.4670459,0.747985492,0.896124667
"union_peak_18958",1.952949292,1.617907859,1.641854124,0.105934082,0.171907981,0.03284509,0.172603919,0.124664249,0.197981031
"union_peak_18963",0.222191836,0.2265071,0.034028065,1.012259006,1.105122738,1.175854216,1.127002062,1.007702677,1.125365861
"union_peak_18969",0.3274406,0.428745583,0.263717502,1.38891352,1.056006172,1.116733054,1.167614749,1.464804922,1.083685644
"union_peak_18973",0.198803221,0.169880325,0.085070162,2.165763455,2.480386589,2.686728348,2.365689013,1.184310362,1.354607055
"union_peak_18992",0.537938128,0.744237615,0.493406939,4.625788249,3.990720998,2.831246743,2.944419801,2.036182728,1.990230366
"union_peak_18998",0.046777229,0.080895393,0.076563146,1.471306695,1.301589002,0.768575102,0.649802991,0.976536615,0.625203256
"union_peak_19001",2.806633713,2.807070135,2.713738163,0.553211317,0.528003086,0.381003042,0.385820526,1.340140673,1.688048792
"union_peak_19033",0.070165843,0.153701247,0.008507016,0.600293132,0.675352784,0.886817425,0.893479112,0.228551123,0.29176152
"union_peak_19081",0.198803221,0.33976065,0.382815728,2.236386176,2.173408051,1.622547438,1.766651881,0.976536615,0.885704613
"union_peak_19083",1.438399778,1.003102872,0.961292829,0.423736328,0.454328237,0.394141078,0.385820526,0.394770121,0.583523039
"union_peak_19157",0.24558045,0.121343089,0.093577178,1.094652181,0.871819049,0.663470815,0.741181536,0.706430743,0.489742551
"union_peak_19212",5.145495141,3.284352953,3.164610021,0.258949978,0.282420255,0.151087413,0.172603919,0.249328497,0.239661248
"union_peak_19217",0.374217828,0.477282818,0.263717502,2.283467991,2.271641183,2.555347989,2.304769983,1.86996373,1.78182928
"union_peak_19233",0.070165843,0.23459664,0.204168388,1.071111274,1.461217842,0.814558228,1.045776688,0.623321243,0.666883473
"union_peak_19236",0.128637379,0.161790786,0.051042097,1.012259006,1.350705568,0.367865006,0.436586384,0.103886874,0.21882114
"union_peak_19250",0.467772286,0.46110374,0.442364842,1.683174859,1.657684107,1.747358779,1.665120164,1.423250172,1.052425481
"union_peak_19253",0.315746293,0.34785019,0.306252583,2.08337028,2.026058353,2.29258727,2.020481174,1.059646114,1.406707326
"union_peak_19276",0.105248764,0.153701247,0.136112259,1.271208984,1.473496984,0.643763761,0.649802991,0.696042055,0.573102985
"union_peak_19282",0.374217828,0.169880325,0.17864734,1.02402946,0.908656473,0.479538312,0.629496647,0.95575924,0.687723582
"union_peak_19283",0.233886143,0.218417561,0.170140324,0.906324924,0.761306775,0.643763761,0.649802991,0.363604059,0.302181574
"union_peak_19303",2.303778506,1.496564769,1.097405088,0.258949978,0.601677935,0.256191701,0.172603919,0.373992746,0.521002714
"union_peak_19304",1.508565621,0.897938862,0.986813877,0.623834039,0.761306775,0.216777593,0.304595152,0.67526468,0.448062334
"union_peak_19305",1.122653485,0.833222547,0.944278797,0.729768121,0.749027633,0.302174826,0.355361011,0.810317616,0.791924125
"union_peak_19306",3.204240156,1.326684444,1.497234849,0.376654514,0.442049095,0.111673305,0.213216606,0.841483679,0.604363148
"union_peak_19310",0.175414607,0.129432629,0.059549113,0.69445676,0.908656473,0.091966252,0.152297576,0.051943437,0.104200543
"union_peak_19311",0.315746293,0.266954797,0.170140324,1.742027127,1.633125824,0.256191701,0.253829293,0.176607686,0.260501357
"union_peak_19312",2.385638656,1.625997398,1.242024363,0.800390842,1.191076729,0.151087413,0.23352295,0.488268307,0.416802171
"union_peak_19314",0.233886143,0.121343089,0.204168388,2.071599826,2.308478608,0.512383401,0.76148788,0.457102245,0.583523039
"union_peak_19321",0.152025993,0.097074472,0.051042097,0.447277235,0.834981624,0.374434024,0.29444198,0.903815803,0.916964776
"union_peak_19330",0.760129964,0.428745583,0.425350809,0.623834039,0.699911067,1.136440108,1.563588446,1.599857858,1.92771004
"union_peak_19331",0.175414607,0.161790786,0.11059121,1.789108941,1.768196381,1.445183953,1.746345537,1.86996373,1.479647706
"union_peak_19332",0.771824271,0.4530142,0.433857825,2.518877062,2.541782297,2.561917007,2.254004124,3.407489464,3.084336064
"union_peak_19336",0.105248764,0.088984932,0.212675405,0.800390842,0.712190209,0.459831258,0.649802991,0.529823057,0.500162605
"union_peak_19340",1.578731464,1.731161409,1.548276946,5.743981337,6.053616775,4.020238995,3.929277459,3.365934714,3.70953932
"union_peak_19344",0.877073035,0.428745583,0.501913955,2.318779351,2.664573712,1.87217012,1.959562144,2.056960103,1.990230366
"union_peak_19355",0.643186893,0.663342222,0.672054279,2.989695204,3.032947958,2.739280492,2.457067558,2.327065975,2.771734436
"union_peak_19357",0.257274757,0.372118808,0.170140324,3.366349718,3.315368214,3.356768181,3.005338832,1.101200863,1.375447164
"union_peak_19361",0.725047043,0.671431761,0.723096376,0.3295727,0.233303689,0.295605808,0.314748324,0.228551123,0.270921411
"union_peak_19371",0.24558045,0.186059404,0.17864734,0.847472656,0.675352784,0.426986168,0.568577617,0.28049456,0.531422768
"union_peak_19373",0.619798278,1.229609973,0.910250732,0.341343153,0.56484051,0.124811341,0.203063435,0.405158808,0.312601628
"union_peak_19398",0.631492585,0.833222547,0.867715651,0.576752224,0.429769954,0.170794467,0.192910263,0.893427116,1.052425481
"union_peak_19413",1.391622549,0.679521301,0.689068311,0.317802246,0.442049095,0.256191701,0.203063435,0.488268307,0.583523039
"union_peak_19422",0.198803221,0.161790786,0.042535081,1.177045356,1.191076729,0.702884922,0.852866425,0.322049309,0.125040651
"union_peak_19431",1.040793335,0.663342222,0.638026214,0.270720432,0.245582831,0.459831258,0.324901495,0.903815803,0.896124667
"union_peak_19453",2.186835435,1.860594038,1.701403237,5.367326823,4.518724084,7.015711188,6.193434755,4.280139205,4.459783228
"union_peak_19456",0.116943071,0.137522168,0.11059121,1.506618056,1.559450975,1.707944671,1.35037184,0.893427116,0.885704613
"union_peak_19461",0.268969064,0.307402493,0.255210486,1.047570367,0.970052181,0.735730012,0.781794223,0.342826684,0.531422768
"union_peak_19462",0.011694307,0.016179079,0.017014032,0.906324924,0.785865058,0.35472697,0.497505415,0.228551123,0.208401085
"union_peak_19463",0.116943071,0.161790786,0.093577178,0.69445676,0.736748492,0.472969294,0.649802991,0.394770121,0.323021682
"union_peak_19466",0.8186015,1.059729648,1.318587509,0.094163628,0.147349698,0.190501521,0.111684889,0.124664249,0.104200543
"union_peak_19474",0.093554457,0.032358157,0.034028065,0.706227214,0.859539907,0.952507605,1.025470345,0.373992746,0.541842822
"union_peak_19479",0.093554457,0.080895393,0.059549113,0.776849935,0.626236218,0.381003042,0.568577617,0.301271934,0.250081302
"union_peak_19493",0.058471536,0.056626775,0.034028065,1.071111274,0.982331323,0.328450898,0.284288808,0.19738506,0.250081302
"union_peak_19498",0.070165843,0,0.017014032,1.871502116,1.989220928,0.722591976,0.873172769,0.322049309,0.427222225
"union_peak_19505",0.222191836,0.242686179,0.161633308,1.094652181,1.166518445,0.985352695,1.076236203,0.654487306,0.698143636
"union_peak_19515",0.666575507,0.897938862,0.944278797,0.188327257,0.085953991,0.111673305,0.253829293,0.207773748,0.29176152
"union_peak_19543",0.128637379,0.145611707,0.085070162,0.882784017,0.7981442,0.978783677,1.157461577,0.758374179,1.167046078
"union_peak_19558",0.537938128,0.841312087,0.603998149,2.330549805,2.197966334,1.891877174,1.797111396,1.994627979,2.042330637
"union_peak_19570",0.362523521,0.493461897,0.35729468,1.165274902,1.338426427,1.451752971,1.218380608,1.329751986,1.135785915
"union_peak_19594",0.128637379,0.242686179,0.314759599,0.835702203,0.871819049,0.87367939,0.852866425,0.71681943,0.823184287
"union_peak_19615",0.105248764,0.072805854,0.068056129,0.670915853,0.761306775,0.433555186,0.416280041,0.363604059,0.458482388
"union_peak_19681",2.514276035,2.329787317,2.424499613,0.576752224,0.675352784,0.35472697,0.304595152,0.820706304,1.114945807
"union_peak_19690",2.502581727,1.48847523,1.701403237,0.223638618,0.147349698,0.216777593,0.253829293,0.779151554,0.958644993
"union_peak_19709",1.637202999,1.003102872,0.986813877,0.141245443,0.135070557,0.105104287,0.142144404,0.207773748,0.479322496
"union_peak_19710",1.017404721,0.857491165,0.910250732,0.3295727,0.257861972,0.38757206,0.700568849,0.799928929,0.979485101
"union_peak_19715",0.561326743,1.043550569,0.723096376,0.094163628,0.110512274,0.072259198,0.06091903,0.124664249,0.07294038
"union_peak_19742",0.3274406,0.283133875,0.187154356,1.235897624,1.129681021,0.729160994,0.812253738,0.67526468,0.729403799
"union_peak_19762",0.105248764,0.072805854,0.025521049,0.741538574,1.068285313,0.118242323,0.192910263,0.259717185,0.062520326
"union_peak_19778",0.713352735,0.671431761,0.740110408,1.094652181,0.945493898,3.330492109,3.208402266,1.745299482,2.084010854
"union_peak_19791",0.432689364,0.283133875,0.195661372,0.423736328,0.31925768,0.315312862,0.517811758,0.91420449,1.14620597
"union_peak_19798",1.017404721,0.938386558,0.782645489,0.070622721,0.110512274,0.118242323,0.203063435,0.259717185,0.281341465
"union_peak_19818",1.356539628,1.302415826,1.037855975,0.258949978,0.331536821,0.203639557,0.284288808,0.789540242,0.875284559
"union_peak_19829",1.836006221,1.83632542,1.752445334,0.553211317,0.56484051,0.880248407,0.934091799,0.71681943,0.85444445
"union_peak_19831",0.046777229,0.016179079,0,0.753309028,1.092843596,0.551797509,0.82240691,0.23893981,0.239661248
"union_peak_19836",1.134347792,1.172983198,0.944278797,0.553211317,0.380653387,0.223346611,0.487352243,0.467490933,0.479322496
"union_peak_19838",2.104975285,1.561281084,1.607826059,0.976947645,0.785865058,0.558366527,0.538118102,1.402472798,1.510907869
"union_peak_19840",2.385638656,2.111369756,2.47554171,0.882784017,0.577119652,0.479538312,0.558424445,1.205087737,0.666883473
"union_peak_19852",0.093554457,0.040447696,0.025521049,0.282490885,0.306978538,0.35472697,0.29444198,0.893427116,0.864864504
"union_peak_19853",0.187108914,0.275044336,0.263717502,1.212356717,0.933214756,0.729160994,0.599037132,0.51943437,0.489742551
"union_peak_19854",0.023388614,0.048537236,0.093577178,0.894554471,0.834981624,0.670039833,0.731028365,0.301271934,0.364701899
"union_peak_19857",0.420995057,0.388297886,0.476392906,2.718974772,2.345316033,2.345139414,2.863194428,1.485582297,1.323346892
"union_peak_19858",0.070165843,0.016179079,0,1.259438531,1.326147285,0.335019916,0.213216606,0.270105872,0.437642279
"union_peak_19860",0.666575507,0.590536368,0.595491133,3.448742893,3.671463318,2.798401654,2.629671478,1.693356045,1.448387544
"union_peak_19863",0.350829214,0.048537236,0.017014032,1.259438531,1.20335587,0.998490731,0.954398143,0.550600432,0.70856369
"union_peak_19864",0.1637203,0.380208347,0.17864734,1.506618056,1.485776125,1.156147162,1.025470345,0.862261053,0.593943093
"union_peak_19867",0.994016107,0.946476097,0.927264764,3.025006565,3.008389675,1.957567354,1.533128931,2.763390846,2.948875359
"union_peak_19882",0.24558045,0.242686179,0.136112259,1.330061252,1.596288399,0.617487689,0.893479112,0.498656995,0.604363148
"union_peak_19898",0.549632435,0.420656043,0.170140324,0.929865831,0.687631926,1.057611893,1.279299638,1.412861485,1.448387544
"union_peak_19903",0.339134907,0.412566504,0.238196453,1.694945313,2.197966334,0.906524479,0.852866425,1.381695423,1.21914635
"union_peak_19953",0.222191836,0.145611707,0.136112259,2.224615723,2.062895777,2.542209953,2.660130993,1.776465544,1.479647706
"union_peak_19959",0.3274406,0.4530142,0.527435003,1.636093045,1.498055267,1.556857258,1.634660648,0.883038428,1.083685644
"union_peak_19962",0.268969064,0.210328022,0.238196453,1.341831706,1.326147285,1.740789761,1.401137699,1.225865112,1.760989172
"union_peak_19963",0.233886143,0.33976065,0.314759599,0.482588596,0.810423341,0.670039833,0.629496647,1.080423489,0.875284559
"union_peak_19969",0.093554457,0.088984932,0.034028065,0.635604492,0.785865058,0.157656431,0.223369778,0.23893981,0.666883473
"union_peak_19971",1.683980228,0.242686179,0.212675405,0.153015896,0.085953991,0.052552144,0.152297576,0.270105872,0.208401085
"union_peak_19974",3.134074313,1.94957897,1.641854124,0.153015896,0.147349698,0.039414108,0.172603919,0.290883247,0.364701899
"union_peak_20000",0.90046165,0.679521301,0.518927987,2.895531576,2.996110534,2.739280492,2.46722073,2.649115285,2.990555576
"union_peak_20004",0.268969064,0.372118808,0.136112259,0.988718099,0.712190209,0.295605808,0.213216606,0.768762867,0.729403799
"union_peak_20012",2.069892363,1.464206612,1.641854124,0.459047689,0.528003086,0.308743844,0.223369778,1.070034801,1.14620597
"union_peak_20013",1.496871314,1.577460162,1.386643638,0.612063585,0.540282227,0.446693222,0.345207839,0.841483679,0.583523039
"union_peak_20019",2.116669592,1.658355555,1.590812027,0.706227214,0.834981624,0.597780635,0.649802991,0.644098618,0.437642279
"union_peak_20023",2.841716634,1.617907859,1.786473399,0.49435905,0.72446935,0.722591976,0.82240691,0.95575924,1.00032521
"union_peak_20027",1.368233935,1.083998265,1.097405088,0.235409071,0.466607378,0.170794467,0.243676122,0.529823057,0.656463419
"union_peak_20029",1.660591614,1.116356423,1.012334926,0.200097711,0.184187123,0.210208575,0.284288808,0.560989119,0.812764233
"union_peak_20032",1.543648542,1.326684444,1.395150654,0.635604492,0.552561369,0.394141078,0.395973697,0.353215371,0.479322496
"union_peak_20040",1.029099028,0.630984065,0.731603392,0.223638618,0.135070557,0.052552144,0.162450748,0.51943437,0.604363148
"union_peak_20041",0.912155957,0.80086439,0.791152505,0.353113607,0.294699397,0.190501521,0.324901495,0.290883247,0.260501357
"union_peak_20050",0.596409664,0.817043469,0.833687586,0.153015896,0.122791415,0.026276072,0.06091903,0.083109499,0.114620597
"union_peak_20074",2.210224049,0.80086439,0.859208635,0.235409071,0.085953991,0.072259198,0.182757091,0.176607686,0.166720868
"union_peak_20092",1.543648542,1.172983198,1.386643638,4.872967774,5.095843736,4.374965965,3.685601338,2.773779533,2.875934979
"union_peak_20118",0.187108914,0.210328022,0.144619275,1.600781684,1.510334408,0.683177868,0.76148788,0.737596805,0.468902442
"union_peak_20131",0.175414607,0.024268618,0.008507016,0.729768121,1.117401879,0.696315904,0.700568849,0.103886874,0.21882114
"union_peak_20132",0.08186015,0.097074472,0.102084194,0.69445676,0.601677935,0.834265282,0.629496647,0.373992746,0.354281845
"union_peak_20137",0.023388614,0.056626775,0,0.85924311,0.834981624,0.341588934,0.365514182,1.080423489,0.969065047
"union_peak_20149",0.73674135,0.703789919,0.740110408,0.082393175,0.122791415,0.078828216,0.040612687,0.103886874,0.14588076
"union_peak_20151",2.186835435,1.545102005,1.165461217,0.506129503,0.601677935,1.655392527,1.797111396,1.454416235,1.469227652
"union_peak_20159",0.701658428,0.768506233,0.799659521,0.341343153,0.15962884,0.137949377,0.253829293,0.467490933,0.666883473
"union_peak_20162",0.912155957,1.172983198,1.199489282,0.153015896,0.184187123,0.072259198,0.06091903,0.020777375,0.104200543
"union_peak_20175",0.456077978,0.598625908,0.638026214,1.730256673,1.903266937,0.821127246,0.923938627,0.976536615,0.791924125
"union_peak_20180",0.187108914,0.194148943,0.144619275,0.800390842,0.601677935,0.45326224,0.406126869,0.290883247,0.343861791
"union_peak_20181",0.994016107,0.930297019,0.884729683,3.27218609,3.990720998,2.621038169,2.264157296,2.379009412,2.500813025
"union_peak_20202",0.841990114,0.946476097,0.833687586,0.211868164,0.233303689,0.275898755,0.253829293,0.405158808,0.375121954
"union_peak_20205",0.116943071,0.11325355,0.008507016,0.600293132,0.56484051,0.492676347,0.263982465,0.633709931,0.771084016
"union_peak_20234",0.070165843,0.056626775,0.042535081,1.129963542,0.810423341,0.827696264,0.720875193,0.602543869,0.500162605
"union_peak_20246",0.888767342,0.92220748,0.969799845,4.225592828,4.260862111,4.26329266,3.939430631,2.129680915,2.646693785
"union_peak_20253",0.280663371,0.056626775,0.068056129,1.518388509,1.031447889,1.707944671,1.715886022,1.610246545,1.7088889
"union_peak_20255",0.198803221,0.315492032,0.144619275,1.212356717,0.908656473,0.367865006,0.355361011,0.47787962,0.666883473
"union_peak_20263",0.362523521,0.412566504,0.399829761,1.577240777,1.596288399,2.167775929,2.304769983,1.610246545,1.625528466
"union_peak_20284",0.537938128,0.517730515,0.425350809,2.542417969,3.20485594,3.172835678,2.802275397,1.589469171,1.573428195
"union_peak_20285",0.315746293,0.412566504,0.212675405,2.589499783,2.296199466,1.497736096,1.187921092,0.758374179,0.844024396
"union_peak_20293",0.08186015,0.218417561,0.238196453,1.05934082,1.068285313,0.486107329,0.456892728,0.249328497,0.364701899
"union_peak_20307",0.280663371,0.33976065,0.187154356,1.88327257,2.222524617,1.326941629,1.360525012,1.360918048,1.271246621
"union_peak_20308",0.070165843,0.088984932,0.017014032,1.730256673,1.755917239,0.965645641,1.076236203,0.529823057,0.562682931
"union_peak_20327",0.210497528,0.177969864,0.119098227,0.788620388,1.141960162,0.978783677,1.137155234,0.509045682,0.521002714
"union_peak_20340",1.929560678,0.598625908,0.638026214,0.094163628,0.098233132,0.026276072,0.071072202,0.031166062,0.114620597
"union_peak_20341",2.198529742,1.278147208,0.952785813,0.153015896,0.31925768,0.072259198,0.23352295,0.072720812,0.250081302
"union_peak_20371",0.023388614,0.024268618,0.008507016,1.000488553,0.908656473,1.110164036,0.802100567,0.623321243,0.573102985
"union_peak_20379",0.198803221,0.194148943,0.093577178,2.44825434,2.173408051,1.333510647,1.401137699,0.47787962,0.604363148
"union_peak_20381",1.531954235,1.48847523,1.514248881,0.435506782,0.47888652,0.755437066,0.893479112,0.997313989,0.875284559
"union_peak_20388",0.73674135,0.695700379,0.82518057,0.211868164,0.184187123,0.164225449,0.121838061,0.363604059,0.302181574
"union_peak_20389",0.093554457,0.121343089,0.042535081,1.035799913,1.006889606,1.16271618,1.025470345,0.841483679,0.812764233
"union_peak_20397",0.701658428,0.380208347,0.450871858,2.471795248,2.283920325,1.011628767,1.431597214,1.641412608,1.886029823
"union_peak_20398",0.175414607,0.275044336,0.076563146,1.247668077,1.313868144,0.381003042,0.456892728,0.311660622,0.375121954
"union_peak_20400",2.525970342,3.882978861,4.040832688,0.306031793,0.233303689,0.091966252,0.162450748,0.47787962,0.593943093
"union_peak_20401",3.80064982,3.705008997,4.398127368,0.235409071,0.122791415,0.072259198,0.162450748,0.67526468,0.739823853
"union_peak_20454",2.467498806,1.48847523,1.437685735,0.482588596,0.491165661,0.74229903,0.609190304,0.91420449,0.969065047
"union_peak_20462",2.830022327,3.599844986,4.227987044,1.106422635,0.908656473,1.61597842,1.441750386,1.620635233,1.656788629
"union_peak_20471",0.432689364,0.331671111,0.229689437,1.977436198,1.743638097,1.530581186,1.127002062,1.454416235,1.656788629
"union_peak_20487",0.701658428,0.833222547,0.808166538,0.623834039,0.442049095,0.275898755,0.152297576,0.405158808,0.500162605
"union_peak_20493",0.268969064,0.177969864,0.068056129,0.976947645,0.785865058,0.637194743,0.670109334,0.71681943,0.593943093
"union_peak_20495",0.268969064,0.218417561,0.102084194,2.224615723,1.854150371,1.675099581,1.736192366,1.91151848,1.667208683
"union_peak_20500",0.783518578,0.647163144,0.791152505,0.423736328,0.466607378,0.157656431,0.172603919,0.415547496,0.437642279
"union_peak_20501",3.625235213,3.381427425,3.045511794,1.895043023,1.952383504,1.090456982,1.238686951,1.797242919,1.792249335
"union_peak_20511",0.035082921,0.056626775,0.034028065,0.682686306,0.442049095,0.926231533,1.198074264,0.166218998,0.281341465
"union_peak_20512",0,0.016179079,0.042535081,0.353113607,0.294699397,0.676608851,0.76148788,0.166218998,0.062520326
"union_peak_20521",0.397606443,0.404476965,0.280731534,1.000488553,1.350705568,1.018197785,1.086389375,0.831094991,0.896124667
"union_peak_20559",0.035082921,0.088984932,0.025521049,1.541929416,1.473496984,1.221837342,1.11684889,0.249328497,0.29176152
"union_peak_20560",0.420995057,0.57435729,0.272224518,4.343297363,4.138070696,4.085929175,3.482537903,2.34784335,2.542493242
"union_peak_20561",0.292357678,0.266954797,0.28923855,1.177045356,1.301589002,1.556857258,1.086389375,0.789540242,0.78150407
"union_peak_20563",0.222191836,0.194148943,0.144619275,2.295238444,1.952383504,2.614469151,2.426608043,1.558303109,1.365027109
"union_peak_20567",1.941254985,1.431848455,1.344108557,5.084835938,5.29231,5.163248121,5.279649299,3.874980397,3.334417367
"union_peak_20569",0.152025993,0.064716314,0,1.600781684,2.050616636,1.143009126,1.330065497,0.862261053,0.63562331
"union_peak_20573",1.952949292,1.674534634,1.846022512,0.36488406,0.294699397,0.151087413,0.162450748,0.19738506,0.364701899
"union_peak_20576",0.128637379,0.283133875,0.102084194,0.470818142,0.822702483,0.716022958,0.82240691,0.893427116,0.771084016
"union_peak_20618",0.257274757,0.129432629,0.059549113,0.623834039,0.822702483,0.400710096,0.426433213,0.384381433,0.448062334
"union_peak_20625",1.941254985,1.197251815,1.037855975,0.447277235,0.552561369,0.571504563,0.680262506,0.415547496,0.552262876
"union_peak_20627",0.140331686,0.056626775,0.085070162,1.71848622,1.669963248,2.949489067,2.182931922,1.288197236,0.750243907
"union_peak_20633",0.187108914,0.250775718,0.136112259,1.330061252,1.031447889,1.156147162,1.106695718,0.592155181,0.500162605
"union_peak_20653",0.725047043,0.647163144,0.672054279,4.649329156,4.432770093,2.489657809,2.70074368,2.524451036,1.92771004
"union_peak_20656",2.455804499,2.337876856,2.313908402,0.341343153,0.221024548,0.124811341,0.335054667,0.47787962,0.448062334
"union_peak_20657",2.034809442,1.787788184,1.93959969,0.176556803,0.184187123,0.072259198,0.203063435,0.228551123,0.14588076
